200c87a0 %
9d29c7f3 MaxHealthHoT3
aa72e688 MaxHealthHoT3Postfix
e0139ee7 MaxHealthHoT3Prefix
2a77f88 MaxHealthHoTNL
da29df10 MaxHealthIncreasePercent
34e3c879 MaxHealthNL
30b8bd01 MaxHealthOnDevour
afeb5f18 MaxHealthPer100AP
8046862e MaxHealthPerMinute
4fbe6d86 MaxHealthPerProc
b72eefd2 MaxHealthPerUpgrade
f12d8928 MaxHealthPercent
441df935 MaxHealthPercentCalc
3e163221 MaxHealthPercentageHeal
ccf0cf30 MaxHealthPercentageHeal1
28c4ee0d MaxHealthPercentageHeal1Postfix
be2637ac MaxHealthPercentageHeal1Prefix
cff0d3e9 MaxHealthPercentageHeal2
3f6e3426 MaxHealthPercentageHeal2Postfix
38ad5edd MaxHealthPercentageHeal2Prefix
fdb20323 MaxHealthPercentageHealNL
8cbb1e0e MaxHealthRatio
c9909d2d MaxHealthRatio1
9ade46aa MaxHealthRatio1Postfix
77835131 MaxHealthRatio1Prefix
c6909874 MaxHealthRatio2
c202fcf1 MaxHealthRatio2Postfix
306454f0 MaxHealthRatio2Prefix
c7909a07 MaxHealthRatio3
1e6f628c MaxHealthRatio3Postfix
999e451b MaxHealthRatio3Prefix
c490954e MaxHealthRatio4
1a02a9fb MaxHealthRatio4Postfix
6a76a42 MaxHealthRatio4Prefix
c59096e1 MaxHealthRatio5
c42d7f1e MaxHealthRatio5Postfix
5c388c15 MaxHealthRatio5Prefix
8df97aa4 MaxHealthRatioNL
2f9b7774 MaxHealthReduction
8f854a28 MaxHealthRegen
e25f1fb9 MaxHealthRegenPercent
e3bea318 MaxHealthRegenPercent1
4dad7355 MaxHealthRegenPercent1Postfix
1e915e54 MaxHealthRegenPercent1Prefix
e6bea7d1 MaxHealthRegenPercent2
c18dd22e MaxHealthRegenPercent2Postfix
b1763425 MaxHealthRegenPercent2Prefix
e5bea63e MaxHealthRegenPercent3
c8ed84b MaxHealthRegenPercent3Postfix
7dda3352 MaxHealthRegenPercent3Prefix
fbddf45b MaxHealthRegenPercentNL
aa069c1d MaxHealthRestored
4e39b1d2 MaxHealthShield
7d30859 MaxHealthShield1
4e5a53f6 MaxHealthShield1Postfix
eef8f8ed MaxHealthShield1Prefix
4d303a0 MaxHealthShield2
f0e114dd MaxHealthShield2Postfix
fb9e503c MaxHealthShield2Prefix
83d4ed48 MaxHealthShieldNL
5cbcb4e3 MaxHealthTADRatio
1dee4b72 MaxHealthTADRatioTOOLTIP
61207a79 MaxHealthTADRatioTOOLTIP1
66ac2196 MaxHealthTADRatioTOOLTIP1Postfix
d09d660d MaxHealthTADRatioTOOLTIP1Prefix
5e2075c0 MaxHealthTADRatioTOOLTIP2
b568af7d MaxHealthTADRatioTOOLTIP2Postfix
3efeba5c MaxHealthTADRatioTOOLTIP2Prefix
5f207753 MaxHealthTADRatioTOOLTIP3
aa0c6968 MaxHealthTADRatioTOOLTIP3Postfix
76589347 MaxHealthTADRatioTOOLTIP3Prefix
64207f32 MaxHealthTADRatioTOOLTIP4
34c8468f MaxHealthTADRatioTOOLTIP4Postfix
68939196 MaxHealthTADRatioTOOLTIP4Prefix
652080c5 MaxHealthTADRatioTOOLTIP5
1807d2a2 MaxHealthTADRatioTOOLTIP5Postfix
e3131cc9 MaxHealthTADRatioTOOLTIP5Prefix
f8c0c3e8 MaxHealthTADRatioTOOLTIPNL
435a851a MaxHealthTooltip
3a33854b MaxHitDamage
481e9f77 MaxHits
453ac549 MaxHyperchargeDuration
efd4915f MaxInCombatTime
1684d6b9 MaxIncrease
ed7a2ac0 MaxIncreaseCalc
3823a0ca MaxJammerCharges
43a3f3fe MaxJumpRange
8fbb159 MaxJumpRangeOverWalls
d3c9be58 MaxKits
3d5c4e62 MaxKnockUpDuration
fe7c34df MaxKnockbackDistance
93fcf59c MaxKnockbackDuration
431aec6e MaxKnockup
5c6dc6b5 MaxKnockupRatio
2ad574a9 MaxLegendStacks
26c9d6b1 MaxLevel
1bfc9978 MaxLevelAdditionalBolts
716200de MaxLevelExtraStacksPerSuccess
b8c9f2e MaxLevelGrowthDuration
bc691fa2 MaxLevelHealthTriggerPercent
d0e1c46d MaxLevelManaSpendThreshold
5e2dbc00 MaxLevelMultiCastDelay
c4b4abdd MaxLevelMulticast
c29f6402 MaxLevelMultiplier
7e83823e MaxLevelMultiplierDuration
5fe49a41 MaxLevelPerTriggerDamageAmp
c2c34610 MaxLevelPercentAmp
ba6765f3 MaxLevelPercentAmp1
f0a4d088 MaxLevelPercentAmp1Postfix
3a744ce7 MaxLevelPercentAmp1Prefix
bb676786 MaxLevelPercentAmp2
b3d03113 MaxLevelPercentAmp2Postfix
67aca6fa MaxLevelPercentAmp2Prefix
eabbd02 MaxLevelPercentAmpNL
6b6ac2c4 MaxLevelTenacityDuration
b686e82e MaxLifeSteal
aa2397dc MaxLingerTicks
8ade01cf MaxLvlHealDuration
8b6f045b MaxLvlHealRingRadius
631d13aa MaxMR
71647e67 MaxMRReduction
641d153d MaxMS
a5c821e4 MaxMS1
f0f83d81 MaxMS1Postfix
a490d280 MaxMS1Prefix
a8c8269d MaxMS2
2fa5a27a MaxMS2Postfix
45613081 MaxMS2Prefix
a7c8250a MaxMS3
df7cc527 MaxMS3Postfix
fd87ea2e MaxMS3Prefix
e0653795 MaxMSDuration
bdc81fd4 MaxMSLevelCalc
84bd791f MaxMSNL
9d94f679 MaxMagicDamage
1fd901a6 MaxMaladyStacks
7fdad35e MaxMana
29ed97c6 MaxManaIncrease
d49d53aa MaxManaPercIncrease
80330413 MaxManaReduction
f24f8186 MaxManaReduction1
94b9af13 MaxManaReduction1Postfix
6283f0fa MaxManaReduction1Prefix
f14f7ff3 MaxManaReduction2
d18e4e88 MaxManaReduction2Postfix
354b96e7 MaxManaReduction2Prefix
f04f7e60 MaxManaReduction3
9b04a39d MaxManaReduction3Postfix
eaff61fc MaxManaReduction3Prefix
600a3d31 MaxManaReductionNL
c8189656 MaxManaShieldRatio
7e8600b1 MaxMarkRange
fbbdc15c MaxMissileRange
ecf25c92 MaxMissingHealthPercent
1d809420 MaxMissingHealthThreshold
da972250 MaxMonsterDamage
a75ebfe0 MaxMonsterOnHitTooltip
d62ebe13 MaxMoveSpeed
4bfc74e7 MaxMovementSpeed
a9e25222 MaxMovespeedTooltip
fec4d943 MaxMult
fdb93a7a MaxMultiplier
dac2fa66 MaxNotes
74600bff MaxNumberButterflies
7174d4be MaxOccultStacks
1cea7684 MaxOmnivamp
3a18deef MaxOmnivamp1
42958214 MaxOmnivamp1Postfix
c2baa863 MaxOmnivamp1Prefix
3b18e082 MaxOmnivamp2
f37128bf MaxOmnivamp2Postfix
1f5b4006 MaxOmnivamp2Prefix
16aa04b6 MaxOmnivampNL
65750594 MaxOnHitDamage
7049c215 MaxPacks
6781dfc8 MaxPassiveBonusMissiles
e461798b MaxPassiveStacks
23d0e247 MaxPercentHPPerStack
fae034b7 MaxPercentHPPerTickTooltip
74f2aef2 MaxPercentHPPerTickTooltip1
b8ba1c4f MaxPercentHPPerTickTooltip1Postfix
9cb95856 MaxPercentHPPerTickTooltip1Prefix
73f2ad5f MaxPercentHPPerTickTooltip2
a7941c64 MaxPercentHPPerTickTooltip2Postfix
b6588ef3 MaxPercentHPPerTickTooltip2Prefix
72f2abcc MaxPercentHPPerTickTooltip3
a22eaf09 MaxPercentHPPerTickTooltip3Postfix
ecce22a8 MaxPercentHPPerTickTooltip3Prefix
71f2aa39 MaxPercentHPPerTickTooltip4
fcf3c256 MaxPercentHPPerTickTooltip4Postfix
89aebacd MaxPercentHPPerTickTooltip4Prefix
70f2a8a6 MaxPercentHPPerTickTooltip5
845f5ab3 MaxPercentHPPerTickTooltip5Postfix
3563c31a MaxPercentHPPerTickTooltip5Prefix
bad7a7d5 MaxPercentHPPerTickTooltipNL
6890ccc5 MaxPercentHealthDamage
f8e2d40e MaxPercentHealthToMonsters
f285b76f MaxPercentTooltipOnly
f6e4bded MaxPhysicalDamage
15c2470c MaxPlates
46b43b2b MaxProcPerAuto
9dec0a9c MaxQEmpowerPercentHP
338c7a87 MaxRadius
a3216bdd MaxRadiusBurnCount
9133edba MaxRand
43bcebe6 MaxRange
79674375 MaxRange1
31f7b472 MaxRange1Postfix
c1482519 MaxRange1Prefix
76673ebc MaxRange2
44afb419 MaxRange2Postfix
190146b8 MaxRange2Prefix
7767404f MaxRange3
11087bf4 MaxRange3Postfix
1afa87c3 MaxRange3Prefix
74673b96 MaxRange4
87c70f83 MaxRange4Postfix
9a05bbea MaxRange4Prefix
75673d29 MaxRange5
c5723966 MaxRange5Postfix
ce8f301d MaxRange5Prefix
54cbfc8d MaxRangeDistance
996f2abc MaxRangeFirstBounce
f36af6a0 MaxRangeForDmgGrowth
7897c9ae MaxRangeIncrease
33cbfb9c MaxRangeNL
179a4ee1 MaxRangeOverWalls
7341c2b3 MaxRangeRegenAmount
e373e0d2 MaxRangeSecondBounce
7591e561 MaxRangeThreshold
b0d9996d MaxRanksPerStat
69fe2b3a MaxRegenAmount
2b8dcfe2 MaxResistCalc
4961f46c MaxResistTooltipOnly
5515e531 MaxRootDuration
f1777f00 MaxRootDuration1
b7203ebd MaxRootDuration1Postfix
962f759c MaxRootDuration1Prefix
f47783b9 MaxRootDuration2
eadf02d6 MaxRootDuration2Postfix
e240c84d MaxRootDuration2Prefix
f3778226 MaxRootDuration3
724a9b33 MaxRootDuration3Postfix
8df5d09a MaxRootDuration3Prefix
f67786df MaxRootDuration4
957f5ce4 MaxRootDuration4Postfix
eea9c73 MaxRootDuration4Prefix
f577854c MaxRootDuration5
9019ef89 MaxRootDuration5Postfix
45603028 MaxRootDuration5Prefix
8e08de33 MaxRootDurationNL
8d2d6d81 MaxScore
da3491bc MaxShield
834c21c1 MaxShieldCalc
3be43774 MaxShieldDuration
cabca0ba MaxShieldMult
1d45391f MaxShieldThreshold
3635fb56 MaxShredTooltipOnly
51b09b04 MaxSlow
e7c34d88 MaxSlowAmount
6b831e0f MaxSlowDistance
c4149d2c MaxSlowDuration
d6c533ad MaxSlowStacks
86cb9f61 MaxSlowTooltipOnly
828bcaf0 MaxSlowTooltipOnly1
b35aabcd MaxSlowTooltipOnly1Postfix
a1f80a6c MaxSlowTooltipOnly1Prefix
858bcfa9 MaxSlowTooltipOnly2
6273dce6 MaxSlowTooltipOnly2Postfix
6ffb2e9d MaxSlowTooltipOnly2Prefix
848bce16 MaxSlowTooltipOnly3
24c8b303 MaxSlowTooltipOnly3Postfix
3b71ba6a MaxSlowTooltipOnly3Prefix
878bd2cf MaxSlowTooltipOnly4
ae0a1f74 MaxSlowTooltipOnly4Postfix
bc668643 MaxSlowTooltipOnly4Prefix
868bd13c MaxSlowTooltipOnly5
e1b15799 MaxSlowTooltipOnly5Postfix
ba6d4538 MaxSlowTooltipOnly5Prefix
1f6fe763 MaxSlowTooltipOnlyNL
14bdd453 MaxSpears
86df0364 MaxSpeed
3d536cd9 MaxSpeedCalc
6e30e50d MaxSpeedStacks
7fbb5c4 MaxSpellbladeDamage
7ba4d650 MaxSpellbladeStacks
5493a8c7 MaxSpheresToUse
8ccddbb3 MaxStack
2a108da6 MaxStack1
cbfae1b3 MaxStack1Postfix
246a801a MaxStack1Prefix
29108c13 MaxStack2
572ac28 MaxStack2Postfix
4aafb607 MaxStack2Prefix
28108a80 MaxStack3
10d0853d MaxStack3Postfix
2ca4251c MaxStack3Prefix
641ef9f7 MaxStackAmount
77fe55e2 MaxStackDamage
f35b5a79 MaxStackDamageHPRatio
f873c8c7 MaxStackDamageVSStructures
28e141a2 MaxStackDamageVSStructuresHPRatio
f98c6abd MaxStackHPRatioTooltip
5afe9d9c MaxStackHPRatioVSStructruesTooltip
c222239f MaxStackHealing
4efeed1 MaxStackNL
212938d2 MaxStackNumber
2db5124e MaxStackRequired
3347d95e MaxStackSlowAmount
91cd574e MaxStackSlowDuration
6810ef40 MaxStacks
43a8eee3 MaxStacks1
88a1d0d8 MaxStacks1Postfix
6c6015f7 MaxStacks1Prefix
44a8f076 MaxStacks2
9241b6e3 MaxStacks2Postfix
7e8b47ca MaxStacks2Prefix
5b2cbe54 MaxStacksADRatio
5b360b1f MaxStacksEternityBonus
a81e31cb MaxStacksFON
4062afb7 MaxStacksMultiplier
f496872 MaxStacksNL
8e29dfa1 MaxStacksRampingBuff
16bd808b MaxStarRadius
5dba0289 MaxStatMod
ca918ce0 MaxStatMultiplier
403f97bb MaxStatsThreshold
9dd95ced MaxStormSpeed
f3e2154d MaxStun
b3c37605 MaxStunDuration
929f324d MaxStunLength
7a49fddd MaxStunTT
491d2ce MaxSummonsDamage
308f276d MaxSummonsDamage1
ac43a0ea MaxSummonsDamage1Postfix
28612071 MaxSummonsDamage1Prefix
2d8f22b4 MaxSummonsDamage2
448c7031 MaxSummonsDamage2Postfix
39b2f330 MaxSummonsDamage2Prefix
2e8f2447 MaxSummonsDamage3
c42a23cc MaxSummonsDamage3Postfix
9006475b MaxSummonsDamage3Prefix
6f6f1f64 MaxSummonsDamageNL
43ec780b MaxSuppressTime
efcc72e3 MaxTakedowns
d74e93f1 MaxTargetingRange
a00a48cd MaxTargets
978b019c MaxThrowDistance
6f851939 MaxTicks
19e930f4 MaxTotalDamage
1f79b377 MaxTraps
4d4eaa8 MaxTurrets
346885a4 MaxWallCarry
d654ae05 MaxWallCarrySR
9f3d961c MaxWards
72deade9 MaxWardsPlaced
38c25ae4 Max_Health_AD_Ratio
dce41ea0 Max_Health_Damage
ac040483 Max_Stacks
ad9c5043 MaximumAPRatio
40462f1e MaximumAttacks
57309225 MaximumBonusAD
5575f57c MaximumBonusAD1
6a3f67d9 MaximumBonusAD1Postfix
93c6b778 MaximumBonusAD1Prefix
5875fa35 MaximumBonusAD2
e7153e32 MaximumBonusAD2Postfix
394ee4d9 MaximumBonusAD2Prefix
5775f8a2 MaximumBonusAD3
c8eae15f MaximumBonusAD3Postfix
6d6ad526 MaximumBonusAD3Prefix
5275f0c3 MaximumBonusAD4
572da38 MaximumBonusAD4Postfix
d6627cd7 MaximumBonusAD4Prefix
5175ef30 MaximumBonusAD5
8ecb4e0d MaximumBonusAD5Postfix
b58257ac MaximumBonusAD5Prefix
9b3a68c7 MaximumBonusADNL
e469d6f1 MaximumCadenceDamage
1487d203 MaximumCastTime
75d4d958 MaximumChargeDamage
10a7327a MaximumCharges
6a223d81 MaximumCrit
b7d9566c MaximumDamage
442d07f7 MaximumDamageTooltip
7006c39e MaximumDistance
ac001cb5 MaximumDistanceRoF
6d0e7787 MaximumFearDuration
d6e3e087 MaximumHeal
febabe82 MaximumHeal1
a4edd2bf MaximumHeal1Postfix
4afe2e06 MaximumHeal1Prefix
fdbabcef MaximumHeal2
f4122c14 MaximumHeal2Postfix
ee5d9663 MaximumHeal2Prefix
fcbabb5c MaximumHeal3
82ec0a39 MaximumHeal3Postfix
16276a58 MaximumHeal3Prefix
fbbab9c9 MaximumHeal4
ea61da86 MaximumHeal4Postfix
88a589bd MaximumHeal4Prefix
fabab836 MaximumHeal5
aa3c47a3 MaximumHeal5Postfix
6d67378a MaximumHeal5Prefix
e93dd7d7 MaximumHealIncrease
f07810e5 MaximumHealNL
ee04500 MaximumHealthRegen
ab09f7df MaximumHits
637458b5 MaximumHitsPerCast
f5be3de8 MaximumMonsterDamage
b37b5c9b MaximumMonsterDamage1
43e81dd0 MaximumMonsterDamage1Postfix
859955af MaximumMonsterDamage1Prefix
b47b5e2e MaximumMonsterDamage2
ebcf555b MaximumMonsterDamage2Postfix
b71cb222 MaximumMonsterDamage2Prefix
b57b5fc1 MaximumMonsterDamage3
bfb4a57e MaximumMonsterDamage3Postfix
b67192f5 MaximumMonsterDamage3Prefix
b67b6154 MaximumMonsterDamage4
5bcc9351 MaximumMonsterDamage4Postfix
5e5e4ad0 MaximumMonsterDamage4Prefix
b77b62e7 MaximumMonsterDamage5
dde642ec MaximumMonsterDamage5Postfix
b4b19efb MaximumMonsterDamage5Prefix
7f6493ba MaximumMonsterDamageNL
812905eb MaximumMoveSpeed
2e7bf087 MaximumPayout
b5789d79 MaximumPullDistance
57e0835f MaximumRadius
22a237ce MaximumRange
f07bcf46 MaximumRunes
72a4baf4 MaximumShield
7e89e5ec MaximumSlow
52442866 MaximumSnowballDamage
1902d195 MaximumSnowballRadius
83ca02b3 MaximumSnowballRollDistance
e7523d7c MaximumSpeed
1ca9b658 MaximumStacks
e9d8490d MaximumStunDuration
6846d991 MaximumTicks
9926de8a MaximumTotalDamageOnHit
a4d7314f MaximumTraps
fcc2e95a MaximumTraps1
a3457d17 MaximumTraps1Postfix
6ec70c9e MaximumTraps1Prefix
fbc2e7c7 MaximumTraps2
79acd24c MaximumTraps2Postfix
27feedb MaximumTraps2Prefix
fac2e634 MaximumTraps3
fa0f1eb1 MaximumTraps3Postfix
ac2c9ab0 MaximumTraps3Prefix
f9c2e4a1 MaximumTraps4
7743e5de MaximumTraps4Postfix
eed4b0d5 MaximumTraps4Prefix
f8c2e30e MaximumTraps5
e2ca1dbb MaximumTraps5Postfix
d8ad8402 MaximumTraps5Prefix
1dee5c4d MaximumTrapsNL
bc365db0 MaximumTunnels
f9976bee MaximumWBaseDamage
c85ed00d MaximumWBaseDamage1
a06c160a MaximumWBaseDamage1Postfix
bdf56111 MaximumWBaseDamage1Prefix
c55ecb54 MaximumWBaseDamage2
e0dd8151 MaximumWBaseDamage2Postfix
76d664d0 MaximumWBaseDamage2Prefix
c65ecce7 MaximumWBaseDamage3
62f730ec MaximumWBaseDamage3Postfix
cd29b8fb MaximumWBaseDamage3Prefix
c35ec82e MaximumWBaseDamage4
70e0435b MaximumWBaseDamage4Postfix
cf94cc22 MaximumWBaseDamage4Prefix
c45ec9c1 MaximumWBaseDamage5
44c5937e MaximumWBaseDamage5Postfix
cee9acf5 MaximumWBaseDamage5Prefix
cb56c184 MaximumWBaseDamageNL
4511e337 MaxmimumDistance
ae94a365 MechanicStart
339270b9 MedBonusDamage
60d0cb14 MediumBonusDamage
c5f82eed MediumHopAnimCutoff
359ec7bc MediumSnowballMissileWidth
25671301 MediumSnowballTime
f1593fe MeepAPRatio
e03e8bef MeepDamage
e0762e7a MeepDamage1
11c6c2b7 MeepDamage1Postfix
ecba3be MeepDamage1Prefix
df762ce7 MeepDamage2
436250ec MeepDamage2Postfix
a28618fb MeepDamage2Prefix
de762b54 MeepDamage3
c148a151 MeepDamage3Postfix
4c32c4d0 MeepDamage3Prefix
71255bed MeepDamageNL
7403ef80 MeepDamageNoChime
e467565f MeepShield
fcad0f2a MeepShield1
42b0a1c7 MeepShield1Postfix
6883674e MeepShield1Prefix
fbad0d97 MeepShield2
5afde7fc MeepShield2Postfix
340d4d8b MeepShield2Prefix
faad0c04 MeepShield3
b9bb2d21 MeepShield3Postfix
a5335a0 MeepShield3Prefix
bd7f95d MeepShieldNL
723685eb MeepValue
a5d4b62e MeepValue1
e2089d5b MeepValue1Postfix
e2eb4a22 MeepValue1Prefix
7107e049 MeepValueNL
aaefda71 MeepsPerAstro
8c90f773 MeepsPerAstroNL
f967f165 MeepsPerMeep
4496fc07 MeepsPerMeepNL
af686fb8 MegaAoERadius
8310c0cb MegaBaseDamage
4d5fc98e MegaBaseDamage1
c3f61d3b MegaBaseDamage1Postfix
102f3682 MegaBaseDamage1Prefix
4c5fc7fb MegaBaseDamage2
6df81ab0 MegaBaseDamage2Postfix
b4f15f0f MegaBaseDamage2Prefix
4b5fc668 MegaBaseDamage3
11421dc5 MegaBaseDamage3Postfix
c270e284 MegaBaseDamage3Prefix
525fd16d MegaBaseDamage4
42f24eea MegaBaseDamage4Postfix
d25c7a71 MegaBaseDamage4Prefix
515fcfda MegaBaseDamage5
84717c97 MegaBaseDamage5Postfix
a648bf1e MegaBaseDamage5Prefix
d0f7c529 MegaBaseDamageNL
46f000eb MegaBoulderLifetime
32712d6 MegaCDRefund
80dd829 MegaCastAD
c5cb2dc8 MegaCastAD1
de99bca5 MegaCastAD1Postfix
8d3000e4 MegaCastAD1Prefix
c8cb3281 MegaCastAD2
260bcc3e MegaCastAD2Postfix
49cdbeb5 MegaCastAD2Prefix
c7cb30ee MegaCastAD3
fb1b01b MegaCastAD3Postfix
84f7eee2 MegaCastAD3Prefix
54d5f0b MegaCastADNL
1b788522 MegaDamage
51b97ce9 MegaDamage1
b8e7e726 MegaDamage1Postfix
2ce8bfdd MegaDamage1Prefix
4eb97830 MegaDamage2
a23ea10d MegaDamage2Postfix
b26198ac MegaDamage2Prefix
4fb979c3 MegaDamage3
18e62d38 MegaDamage3Postfix
d341bdd7 MegaDamage3Prefix
54b981a2 MegaDamage4
dc5e345f MegaDamage4Postfix
6a4a1626 MegaDamage4Prefix
55b98335 MegaDamage5
fa889132 MegaDamage5Postfix
362e25d9 MegaDamage5Prefix
b7b9c745 MegaDamageAoE
2a8d1cd8 MegaDamageNL
32deedb MegaLength
f804f7b MegaPickupAndLolipopRadius
75f0ecc8 MegaRange
c81f499e MegaSlowAmount
b840fe7d MegaSlowAmount1
788489da MegaSlowAmount1Postfix
5c85a961 MegaSlowAmount1Prefix
b540f9c4 MegaSlowAmount2
ef0c0e1 MegaSlowAmount2Postfix
8f305f60 MegaSlowAmount2Prefix
b640fb57 MegaSlowAmount3
83bbe2bc MegaSlowAmount3Postfix
fe77d04b MegaSlowAmount3Prefix
b340f69e MegaSlowAmount4
ea17572b MegaSlowAmount4Postfix
8f381cb2 MegaSlowAmount4Prefix
b440f831 MegaSlowAmount5
111cd60e MegaSlowAmount5Postfix
990de285 MegaSlowAmount5Prefix
1df193f4 MegaSlowAmountNL
7240fc35 MegaSlowAoE
520a608e MegaSlowDuration
ba2af6db MegaStunDuration
37cf6585 MegaWidth
6003f6f MeleeAHBase
6757025e MeleeAHBase_CC
6c8e4764 MeleeAHbADRatio
9693e31f MeleeAHbADRatio_CC
83c004af MeleeAttackDamageModifier
e1f78f78 MeleeAttackRange
eb8d750f MeleeAuraAttackSpeed
be443ea3 MeleeBaseDamage
e3e9f14b MeleeBaseShield
c666ad1e MeleeBonusADRatio
8d05f18e MeleeBonusCalcRatio
ca28ed6 MeleeChampionBonusDamage
94ce79fa MeleeDamage
15d0db9c MeleeDamageAmp
dc1b24ff MeleeDuration
d4217cda MeleeExecutePerc
e5c634ce MeleeItemCalcValue
6304eac4 MeleeItemCalcValueB
6404ec57 MeleeItemCalcValueC
6104e79e MeleeItemCalcValueD
a0676a03 MeleeMS
cedd6a4b MeleeMSMax
cebbb156 MeleeMaxHealthDamagePerTick
4b8fbbd2 MeleeOmnivamp
dc310b53 MeleeOnHitARRatio
e65975f0 MeleePercentHP
4b36ce78 MeleeRangeIncrease
b046bceb MeleeRangeIncrease1
45396500 MeleeRangeIncrease1Postfix
9654715f MeleeRangeIncrease1Prefix
b146be7e MeleeRangeIncrease2
199b5b8b MeleeRangeIncrease2Postfix
efd1d592 MeleeRangeIncrease2Prefix
b246c011 MeleeRangeIncrease3
3fbe6e6e MeleeRangeIncrease3Postfix
60178765 MeleeRangeIncrease3Prefix
3dd484a MeleeRangeIncreaseNL
5c0efcf9 MeleeRangeSplitRegen
fb0e5204 MeleeRangedSplit
9d8bb692 MeleeRangedSplitB
c8202a54 MeleeReduction
6fa2bcff MeleeReduction1
5ee7b684 MeleeReduction1Postfix
5d1aaa93 MeleeReduction1Prefix
70a2be92 MeleeReduction2
fd6c336f MeleeReduction2Postfix
b79f1f6 MeleeReduction2Prefix
2dc4b086 MeleeReductionNL
4f40a6e2 MeleeShieldADRatio
ba53b5a0 MeleeShieldDRPercentage
74f2bda0 MeleeTriggerDamage
f9e4e158 MeleeValue
afeade36 MeleeVoidlingSkinScaleMod
307ec00 MiasmaDamage
f678d123 MiasmaDamage1
50153e18 MiasmaDamage1Postfix
65bc7637 MiasmaDamage1Prefix
f778d2b6 MiasmaDamage2
96a64323 MiasmaDamage2Postfix
7a607e0a MiasmaDamage2Prefix
f878d449 MiasmaDamage3
d6cbd606 MiasmaDamage3Postfix
959ed03d MiasmaDamage3Prefix
4dc89132 MiasmaDamageNL
7f124c1a Microslow
81a30044 MidBuffDuration
dbe58260 MidDamage
7b4c2583 MidDamage1
5b7e3bf8 MidDamage1Postfix
463dac97 MidDamage1Prefix
7c4c2716 MidDamage2
bb5bf603 MidDamage2Postfix
58674b6a MidDamage2Prefix
7d4c28a9 MidDamage3
f9071fe6 MidDamage3Postfix
8cf0bf9d MidDamage3Prefix
a46364be MidDamageMult
9f77be75 MidDamageMulti
5399492 MidDamageNL
a61a3802 MidFishSize
c4113b55 MidLaneAttackSpeedBonus
41349cc MidTurretValue
c22af2ab MightThreshold
3d6a5a2 MilestoneDescriptionTra
7fec0982 MilestoneValue
5d3ea834 MimickRange
e52bbc92 MinAD
e92bc2de MinAH
631d4453 MinAOEDamage
6912a646 MinAOEDamage1
a43f7ed3 MinAOEDamage1Postfix
82f311ba MinAOEDamage1Prefix
6812a4b3 MinAOEDamage2
cb69e48 MinAOEDamage2Postfix
1f084a7 MinAOEDamage2Prefix
6712a320 MinAOEDamage3
1814775d MinAOEDamage3Postfix
e3e4f3bc MinAOEDamage3Prefix
9400ac71 MinAOEDamageNL
f12bcf76 MinAP
ef2bcc50 MinAR
f02bcde3 MinAS
442603e MinAbilityHaste
f4350ae1 MinAdaptive
5d421833 MinAdaptive.-1
31070db8 MinAdaptivePerStack
2dffde01 MinAllyduration
b363702c MinAoEMult
dab31e34 MinAoERadius
6f61fafe MinArmor
6250353a MinBase
cf438051 MinBase1
5c1c17ae MinBase1Postfix
ea1048a5 MinBase1Prefix
cc437b98 MinBase2
e83bb8d5 MinBase2Postfix
572b72d4 MinBase2Prefix
cd437d2b MinBase3
ff345340 MinBase3Postfix
4a061a9f MinBase3Prefix
fd8cd9d7 MinBaseDamage
abb0512 MinBaseDamage1
350f52ef MinBaseDamage1Postfix
c19c0476 MinBaseDamage1Prefix
9bb037f MinBaseDamage2
968ad604 MinBaseDamage2Postfix
133cbd13 MinBaseDamage2Prefix
8bb01ec MinBaseDamage3
bd62e6a9 MinBaseDamage3Postfix
8f3e16c8 MinBaseDamage3Prefix
7bb0059 MinBaseDamage4
ebea7bf6 MinBaseDamage4Postfix
ffe130ed MinBaseDamage4Prefix
6bafec6 MinBaseDamage5
1a9c4453 MinBaseDamage5Postfix
ab94a63a MinBaseDamage5Prefix
63f9a2f5 MinBaseDamageNL
82f806f0 MinBaseNL
9345ef0c MinBonusDamagePercent
d5e99482 MinBonusDamagePercent.0
17526dee MinBonusHealShieldPower
1125f1a8 MinCD
7adb4fd0 MinCDCheck
d8bbba2e MinCDR
9e11bb2d MinCastRange
fc866691 MinCastTime
a0e6dd69 MinCastTimeQ3
b93bc816 MinChargeTime
974bad2 MinCooldown
c091c307 MinCritChance
85081976 MinCritDamage
fe544f96 MinDamage
5b963e5 MinDamage1
679f3442 MinDamage1Postfix
cddb6fe9 MinDamage1Prefix
2b95f2c MinDamage2
c4107be9 MinDamage2Postfix
cfafc008 MinDamage2Prefix
3b960bf MinDamage3
8a0bf444 MinDamage3Postfix
6a80b253 MinDamage3Prefix
b95c06 MinDamage4
4d88ea93 MinDamage4Postfix
15caf77a MinDamage4Prefix
1b95d99 MinDamage5
df6b9a36 MinDamage5Postfix
85dd0d2d MinDamage5Prefix
d5e6541e MinDamageAtEdge
15f8e5a3 MinDamageCalc
8aa05f4c MinDamageNL
1e365f0 MinDamageOnHit
b9f92ed3 MinDamageOnHit1
8bfa53e8 MinDamageOnHit1Postfix
d9af8ec7 MinDamageOnHit1Prefix
baf93066 MinDamageOnHit2
fc432273 MinDamageOnHit2Postfix
9a1da3da MinDamageOnHit2Prefix
bbf931f9 MinDamageOnHit3
489a0c16 MinDamageOnHit3Postfix
33f4618d MinDamageOnHit3Prefix
